ISDN,AMOUNT,MONTH_ACTIVE,AMOUNT_TOPUP_AVG_MONTH,AMOUNT_TOPUP_MONTH_CHECK,ARPU_EACH_MONTH,ARPU_AVG,STATUS
ydhiczjSRdZYqeb7xbQ9+A==,40000,31.536439665,170000,210000,176959,176959,0
nk+4Uq3nmBNEOykba+XFtQ==,50000,47.753285543,276667,400000,291128,291128,1
Tlqtf1b8I1/WFwJ0va9Owg==,40000,143.850059737,200000,300000,222508,222508,1
19c+tLy8UZ9JE/09zhKTmA==,50000,51.204898446,716667,850000,679420,679420,1
TItKQrFFw//Q6Ni9kp2qTg==,20000,70.882317801,125000,100000,90464,90464,1
wIkqvmOxfN6k0L/HxBy/Lw==,40000,40.729988052,200000,200000,204260,204260,0
15UPZuHAYBuQxEczUsqNLQ==,15000,62.246117084,66667,50000,65009,65009,0
U9g/gNeC/v2G7H0pP9UzgQ==,15000,70.85902031,66667,30000,73872,73872,0
RCOF5J8i5IxvN8qZTapoHA==,5000,71.94683393,33333,40000,29367,29367,1
XH1ERaOkF2j23H/JmxNLYw==,50000,123.237156511,340000,470000,380150,380150,1
+KbKjd63Q7ox4Ul5B7ILjg==,40000,40.979091995,200000,70000,196784,196784,1
uPBizKzPw/cdw4dWGFCXag==,5000,44.30167264,20000,20000,24962,24962,1
9iQ5tg8QJSiA66KC4HOOQQ==,5000,42.914575866,16667,10000,14361,14361,1
0gYpTamjT8Hiyz/lmq8p2Q==,50000,110.785543608,383333,460000,381361,381361,1
rJ3pp+juBw6k68oQTL+s/Q==,45000,26.785543608,256667,360000,227995,227995,1
WW4nJi4XeKr5+7Xl0DE6zw==,20000,123.624253285,86667,110000,108772,108772,1
O9aS2PKCQUxQiWHTqWV9gw==,20000,28.85902031,125000,150000,124741,124741,0
14Ipg4bRy+Lj8mZreJeMxw==,50000,121.721027479,286667,290000,288191,288191,1
OaW0ETRsPe50iyzvL0jvXQ==,40000,147.375149342,216667,150000,227077,227077,0
7Lc2CJbdnBP5Bb86VVkFvg==,15000,50.246117084,63333,20000,79226,79226,0
1DB01NA6fjT2GhhrqCW9Tg==,5000,77.052568697,30000,20000,23335,35002,0
K3m5fSHkseUakH4eK+J8bQ==,35000,76.665471923,140000,90000,141524,141524,0
ld2qa0mhuJG4xgLbj7/D4A==,10000,23.891278375,53333,60000,50000,50000,0
LnSN46ZnkYwAzrWXjuH4MA==,15000,34.988052568,73333,90000,72857,72857,0
N64jTgi4B5jKFb2tOR41bw==,50000,27.30167264,313333,300000,314413,314413,1
R0HRtV4zhKVSOQnYGVhnTw==,10000,63.762246117,43333,90000,45657,45657,0
28Pn3d4/lJ08AEF1klneWg==,10000,34.149342891,40000,40000,42801,42801,0
GtErfsd6+QQv0FK3ZK8raQ==,5000,34.084826762,36667,30000,46423,46423,0
J/B1XYbXRnPEBHT760yzbQ==,10000,45.624253285,40000,80000,46367,46367,1
I3NBXXhEZ+co8IX8nnVXgA==,25000,31.988052568,160000,150000,99103,99103,0
02wuoc7iewpow4S2IqoPDA==,40000,89.591995221,183333,150000,187669,187669,1
lKMYQFqNcQh5IxYjzuOESg==,20000,39.721027479,96667,130000,98038,98038,1
T8z9aJBqTF6lhtCKrs5sIQ==,50000,100.721027479,293333,310000,289001,289001,1
93yykpfYjzwF61LxlC4mbQ==,10000,48.536439665,53333,60000,48950,48950,0
wMoFNX0cJVTeBK9pa+eFsA==,20000,53.85902031,93333,60000,92086,92086,0
B3tmvZREthDxuTfaQMWBdg==,40000,47.527479091,213333,300000,226361,226361,1
6raD9q/iBQKmK9j5VXoOtQ==,45000,43.21385902,260000,240000,245448,245448,0
9Pi8A0FmXkUadFCqDkqNeg==,50000,27.794504181,313333,490000,307253,307253,0
Dey2F+yjJz/CZXC2jmhcfA==,10000,51.278375149,50000,30000,48752,48752,0
2DWOIj3N5WUfz8qRJCO0KA==,40000,23.430704898,257500,510000,168574,505722,1
cIxQ1VImmrAhhFzCJGLtCA==,40000,25.955794504,166667,100000,183851,183851,0
LsOnYn0BlVRdRmI6wMTPBw==,10000,49.568697729,46667,20000,46668,46668,0
y4WmU7MZ/EsjVOzFQUAuxQ==,50000,40.117084826,650000,1100000,687671,687671,0
6ySMwbFZ7f+OBwzTMs8Kpg==,30000,115.600955794,123333,150000,162367,162367,0
ubm4+tydgpGQqgF6re9q5Q==,35000,135.21385902,160000,180000,156097,156097,0
OLrACVDTM/U25ob6yYjkew==,45000,99.559737156,253333,310000,271429,271429,1
eFPmGHbh2R690XlKHDxlOg==,45000,25.495221027,253333,440000,231952,231952,1
3mRRM+/5AKNXWIqNTef3fg==,40000,97.398446833,210000,220000,193987,193987,1
8+lSKjHgiPw36C44IT2H2w==,40000,43.591995221,220000,230000,221070,221070,1
tgPjjk3y8scGOx5EwmNWaw==,50000,86.375149342,263333,270000,267314,267314,0
CSZZcaM63BZBJy3aJ5aPAA==,40000,160.633213859,206667,170000,219675,219675,0
uEKwfv86onzn4RXij0/ZQw==,5000,31.794504181,55000,90000,20979,31469,0
BE6aNASixz8SSBUrCDmcFA==,45000,167.729988052,233333,350000,224398,224398,0
6ezLqoAA17bstdRCz8Yehw==,15000,164.075866188,110000,100000,95888,95888,1
daYxJMzpdh4fo96uI+i9ew==,35000,34.398446833,140000,100000,127060,127060,1
zbnrs+uUGOz6RRlzX9qi0Q==,50000,71.172640382,433333,400000,460424,460424,1
CjAVQBsapfVIm3MAUr+14A==,50000,68.043608124,430000,500000,426987,426987,1
7T5imaxbmPiHBPteWSCrYw==,15000,135.140382317,100000,50000,110507,110507,1
Gl42ncO5/A31DukGpBal8g==,5000,148.375149342,33333,50000,36768,36768,0
lni1sc59Vt81+wY/swpYTA==,5000,30.591995221,80000,80000,27464,27464,1
hqLbQGn17dyulaSKdmchrw==,50000,29.559737156,296667,330000,308734,308734,1
JCdVXXkjhZHTB1Qh/JI9VQ==,10000,55.762246117,70000,50000,37893,37893,0
ElCEkgQ+eUo9CkRRLC2FnQ==,35000,46.462962962,160000,200000,190278,190278,1
vmyYJTBrUUHvr+m12A7/7A==,40000,26.688769414,206667,180000,199659,199659,1
OgqonrPaHY3z3kiRyIlZEA==,20000,47,80000,60000,84447,84447,0
R/1twJLSNYOzl7nUkc17qQ==,35000,27.94683393,163333,180000,164655,164655,1
epZEJk8VN2AfTPsYZfcc/g==,15000,53.310633213,63333,100000,48387,48387,0
wlPb6GrWcKccsluy2To9SA==,20000,43.85902031,120000,80000,86486,86486,0
uBTdkS1/g+Msqamu2faFQw==,30000,41.600955794,126667,120000,124718,124718,0
vBzfxduKunJacj46qlRFAQ==,50000,65.850059737,293333,290000,282437,282437,1
y8tcJHp15B4K51iGX12HZw==,10000,74.246117084,46667,70000,39530,39530,0
vgE/nFIxMIgye/x8ahedXQ==,40000,144.624253285,183333,210000,178538,178538,1
8c0PL6Nw8efZmums5nksMw==,35000,77.591995221,140000,200000,142005,142005,1
EQHXbuJqsJeQYyBqTt6EKw==,50000,48.075866188,640000,800000,631293,631293,1
sB+GoWsn8jB3hnZpJrPfvA==,10000,40.794504181,46667,20000,45753,45753,0
KE7SKn1PO7BAueEbWRYE3w==,15000,23.310633213,102500,200000,66615,199845,0
PiOl40JuUU8bZnDlZmcaHQ==,5000,34,30000,40000,22192,33288,0
ZcHi04v35ljA+JTFGwDwcA==,20000,75.762246117,80000,110000,82980,82980,0
678o4OVsEzUl4srOtFFmpw==,30000,24.181600955,123333,150000,121555,121555,0
5NiSjGcV+7Lc15nHE5j9Rg==,45000,49.237156511,230000,240000,209931,209931,1
540wHdRDrH981bBPIGVUXA==,50000,154.204898446,900000,1300000,1021728,1021728,1
rgjJ8kVMN/X4dRQApqf2sw==,40000,88.721027479,170000,170000,159780,159780,1
lLA3WaO+r3fbE/e2Go3dIA==,5000,32.052568697,90000,90000,32419,48629,0
AYvWZSXtx6AA/ND1LukM8A==,50000,67.688769414,333333,300000,288592,288592,1
PvFhLZ9Aw7uMfRtXQ0TkBw==,45000,95.398446833,233333,250000,233078,233078,1
rPSr/1UUk5esGTDYrtrMFg==,50000,170.914575866,550000,750000,568067,568067,1
r8dY0Y5lxbRytMZVlaVoTg==,35000,30.075866188,146667,100000,150530,150530,1
A37uQjyzdyv7FfbcYiMH7w==,50000,171.762246117,563333,710000,566338,566338,0
3SR3uv5IRfyd2fclJoBkwg==,40000,111.075866188,310000,400000,182606,182606,1
JVafyGFMdKAaVnWcQGXcPQ==,40000,111.075866188,193333,270000,199052,199052,1
bfQnHHEDNWlIzKp9vBxGIA==,50000,70.882317801,280000,360000,264018,264018,1
S6YT++D5volvhn5LXfB4Wg==,5000,26.407407407,45000,50000,22800,22800,0
C2gvyRj88RFR2dmzXcc33Q==,40000,26.052568697,166667,300000,168534,168534,0
D4CtS5B79xcKdCkB8JePfQ==,40000,24.366188769,183333,120000,183321,183321,1
SmZ2QQM9bQIxYa2JdX6Zcg==,50000,100.407407407,283333,300000,270877,270877,0
5Xw4Ad8HAN2vQvBSpLtGeA==,10000,99.084826762,43333,20000,46665,46665,0
sFeeqMukCtINCM45V/Tftw==,15000,24.246117084,56667,50000,56657,56657,0
kFwlfhppG8+9kvh+l1SEOw==,25000,25.600955794,155000,190000,92858,139288,0
9rVIuV88ZneroLaMG7Kcvw==,50000,135,850000,1050000,818374,818374,1
tubbjBH0nYvIHQBgDeGKCg==,50000,150.527479091,400000,400000,435301,435301,1
zGL7YpAbk0BD8FpGrVuRLA==,15000,51.439665471,63333,40000,65036,65036,0
pR+UIDoDpUU7QVStaLfMaA==,10000,43.794504181,60000,100000,46667,70000,0
arSbQrZQLkeeSjp5NLhK8A==,10000,27.794504181,60000,20000,49860,49860,0
JMYRNdx/7wWav5qJm6OrXw==,50000,34.333930704,350000,350000,333408,333408,1
d+Zt6uKOlmQ+Sjx+AVejvA==,5000,119.826762246,33333,40000,26255,26255,0
o4vpvp2yKLdaab3QY6SKpQ==,40000,42.721027479,196667,300000,196683,196683,1
CPKHRquqbUHThJns0zbgkw==,30000,58.269414575,136667,190000,191476,191476,1
fS+eh4FrmuYOzf6kQvzwug==,15000,26.149342891,73333,100000,74779,74779,0
T7fo12wguBfI0AdUXzmhdw==,45000,49.108124253,233333,260000,230786,230786,1
oJSBeE6xhFByn6nHLmxSYA==,15000,92.923536439,56667,90000,45981,45981,0
n1kyg5lDlmPpkThkN52+Tw==,5000,63.988052568,50000,40000,31265,46898,0
aDajzsKkoWBvcu48vZE83Q==,10000,36,50000,90000,42007,42007,1
zWetPS5QXRFRv7P3ijf+8Q==,50000,45.65651135,320000,350000,316248,316248,1
MX4nfdviQ4EdKpHDe2cByQ==,5000,47.955794504,33333,20000,35237,35237,0
Lf9Lg7fckeCsPQiO/Yhufw==,40000,39.600955794,216667,240000,227753,227753,0
aT5gM0wqhOmHyfOW0wpSyQ==,5000,47.762246117,16667,30000,19595,19595,0
i0y4vQxuNXPz5QWBGCl2Tg==,10000,30.891278375,46667,20000,56837,56837,0
2MPvQNbdFpxiG51Cjj2dlQ==,50000,31.914575866,723333,420000,704177,704177,1
O2ahYZENHTZAYqPZAHJm0g==,25000,27.495221027,100000,70000,101461,101461,1
YWQgGh0JsJo54pPX8dCF4Q==,20000,27.891278375,96667,100000,94941,94941,0
ySWTMF6r7EahZBhpa0mZeQ==,20000,26.310633213,90000,50000,94642,94642,0
9FTQ2XhY9cn/Q6zbs/PsbQ==,15000,40.117084826,76667,60000,108578,108578,0
MsEG3RtR5IqC1ZJK6iZyqQ==,40000,35.794504181,166667,200000,150568,150568,0
FQB4fzQemWfK/eYj1uBsrg==,50000,107.914575866,600000,600000,589627,589627,1
69CChLxCfgc+FSkwH4uWbw==,35000,32.269414575,163333,110000,162641,162641,1
I5a092VK9bNtuh7afgU8rA==,25000,55.600955794,113333,120000,102928,102928,0
N2Pfd2HtcQiieRiWGSduSw==,10000,26.407407407,50000,50000,54810,54810,0
OvmDFvaYuq8z8jjJENilrg==,15000,37.794504181,70000,80000,85405,85405,0
BeNIiqyYj1WQD6Tl2biXog==,50000,142.333930704,600000,750000,568056,568056,1
BeGonzrft7RsCNzOpiizXA==,40000,152.624253285,183333,200000,198523,198523,1
YkyxvFBz/7XpkX1//BP9eQ==,10000,27.084826762,65000,50000,41947,41947,0
IAwpsu08lV99yDAOOkmy4w==,35000,152.559737156,156667,240000,155696,155696,1
tcc+qiy4xJxEvezZuh7w7A==,50000,41.237156511,320000,300000,334088,334088,1
KT9E6VPBaIJu7YEFpeKn9Q==,50000,147.333930704,396667,540000,386537,386537,1
u07+wASdola1YWnct+HQLA==,50000,171.624253285,900000,600000,908635,908635,1
oFyU0eMoz+TLWW9cSnWHwA==,50000,50.108124253,273333,520000,257203,257203,1
EkLMHH4TS0OM2LmBHqWoeg==,50000,44.753285543,340000,290000,354384,354384,1
CAZVb5I5uwF2EKp4+sIw1A==,40000,65.204898446,176667,170000,173012,173012,1
H43h93gYTkJjdeDbcdcV9A==,5000,53.988052568,50000,40000,33332,49998,0
K0IdDIh29RFEvpQNF6GQ2g==,20000,33.278375149,93333,120000,103918,103918,0
zyCSkjYhUxeKtFDC57LOIg==,50000,49.624253285,433333,350000,394371,394371,1
ggVhDior8M+GiJkoujnI0g==,35000,145.914575866,153333,140000,138641,138641,1
JSTWdoMITD4OfEws3B9VBw==,30000,99,130000,140000,134056,134056,0
PPY1xkVYLIkVmM4rUms7sA==,35000,31.310633213,150000,270000,150010,150010,0
pq1/z1uQ8+ZCSgTOgx77sw==,15000,132.181600955,66667,60000,57809,57809,0
sGujJsFRjjrcTlE7VZDpBA==,5000,26.914575866,33333,20000,35965,35965,1
/QP48mkkZf+c5MSkvy0+0Q==,35000,46.794504181,153333,270000,148629,148629,0
WBpAQDrRFXwszyG+BGUQxg==,50000,158.688769414,286667,320000,276113,276113,1
QUgmUsCNY92vCHgz7tkWJQ==,35000,43.785543608,156667,140000,161050,161050,1
qPmWD4uhsf7jmmk1a6G0qQ==,5000,100.633213859,33333,70000,36231,36231,0
WDVRBDsN5+M4ZIcYbxN2GA==,50000,157.559737156,566667,400000,587890,587890,1
fCjGdG1Hg7vrWOHOxItY/Q==,30000,100.697729988,133333,50000,156349,156349,0
CNitsGg8i1CsnzVeyjjTSg==,45000,31.794504181,226667,280000,213997,213997,0
m/3icW0T/D1AnGEhvg8IBA==,15000,40.85902031,56667,50000,63873,63873,0
BzM0h2aB3JXV+B2CN3bYYQ==,20000,40.633213859,83333,50000,90000,90000,0
WlNYNaTDujYNQBhhOvJfGg==,5000,25.600955794,40000,40000,29337,44005,0
G9a8JLMB+k26O357rlM7/Q==,5000,36.955794504,26667,40000,27060,27060,0
vAzqPvenuzIL+Rr4M/jV1Q==,25000,31.269414575,110000,90000,112406,112406,1
chA9I6iN+ZvvEA50YK6suA==,5000,53.633213859,36667,20000,40279,40279,0
a0hipcmdvWK/E01/zrKRyQ==,35000,45.826762246,163333,200000,168105,168105,0
hffO4slzBdVO9Wo68rm2+Q==,40000,27.591995221,190000,240000,196742,196742,1
4UDAlW7XRaIj46igk3/dUQ==,10000,43.891278375,46667,50000,54138,54138,0
I2cGk0Dn01u+wphEzaLbWQ==,10000,47.084826762,53333,70000,74050,74050,0
Aycayi3smp3ib2hWgQlrvw==,5000,49.762246117,33333,20000,34673,34673,0
VoSn3f50a9zF0mXBcdklXw==,40000,63.624253285,186667,40000,182915,182915,1
shgqMGqvWNvYE0DqRRjvAA==,10000,43.084826762,46667,40000,50058,50058,0
0LdAxcE950/iqgWasm76NQ==,50000,96.084826762,280000,290000,311079,311079,0
SDsNewpsyF6HOb4znD+21A==,15000,63.826762246,63333,100000,45407,45407,0
TA+zje1mnNy8GKtnsJKKVw==,10000,85.600955794,70000,50000,57358,57358,0
xohlDMor3dhrhSMhvRz2rg==,20000,26.342891278,120000,140000,85475,85475,0
1bereEKwlPBYxGh6oAyWVQ==,10000,22.923536439,50000,90000,77712,77712,0
ECigv42MBqUtphv6CSsFNA==,15000,33.94683393,56667,60000,56929,56929,1
hUQ32dG6Y145jhW3jVPYuw==,25000,26.85902031,110000,40000,107929,107929,0
1zVOUiQfTldLHlRvpVBnZA==,10000,41.665471923,50000,40000,52075,52075,0
c6Xspyo7QFow7ahosDAx8g==,35000,64,143333,120000,137899,137899,1
2nlsC7oTVnqOBJaMG82WKQ==,40000,62.688769414,193333,150000,202318,202318,1
8+mcbvhUzSLwOQbLkFZtpg==,50000,148.30167264,280000,340000,288964,288964,1
ReF9Lv6M3MlsEknJQQ3t2w==,45000,83.527479091,241667,250000,256656,256656,1
icM0c7QpY8eqYhOXqNabdQ==,30000,33.891278375,130000,200000,110939,110939,0
7scOT3GCqLufuoHn0e/eFg==,35000,55.817801672,156667,190000,145555,145555,1
wOwsnjEDGYGTpdFF0ctf7g==,15000,47.697729988,73333,120000,85550,85550,0
fYZluLgD9RhkzQCQzHnp8w==,20000,34.568697729,86667,120000,89778,89778,0
SYTZcoWXVqDzqvyiN45OpA==,45000,153.310633213,233333,200000,203730,203730,0
jCdw/wQ5H4G2cAY9ADrEKQ==,25000,26.5041816,150000,250000,97380,146070,0
P9jH3meG0eLN8smI56cxxg==,25000,168,100000,100000,86745,86745,1
R9Ftt6aZQ42Qly7DRcI5cA==,10000,28,80000,60000,68616,68616,0
Rho9Jt8H+ArRgrVbjn70tw==,10000,63.729988052,60000,50000,42932,42932,0
LC/VuMK5x/iyPsezx5m8hg==,5000,25.439665471,33333,10000,37602,37602,0
kk9YWLoiqpBEi/1s3dcb8w==,50000,37.624253285,273333,270000,331526,331526,1
0+TppF1OWFW7o3/BbXCctw==,50000,47.495221027,500000,600000,509449,509449,1
7KrjMShBV6BknaSTjOB79A==,15000,39.762246117,76667,90000,91406,91406,0
AlBcurs5wPO1zDhBvhhmLw==,5000,27.794504181,30000,40000,30843,46265,0
uZQ9GPnyZQZ95DXvDj9FYQ==,50000,39.882317801,283333,300000,316517,316517,1
TXoWU1/ia4etUnhF7+hk+w==,50000,151.430704898,316667,350000,339770,339770,1
/O29ugr9Mr11MkO0FMF0Dg==,50000,92.753285543,333333,300000,375470,375470,1
P+w6S83+MscDFsIMqJmo5g==,40000,137.591995221,216667,120000,226940,226940,1
jRx6pHw+k2Szra0QrbFh7Q==,40000,88.826762246,166667,250000,159510,159510,0
cWLCDlDEDTVeyPftt31iLw==,5000,25.181600955,35000,40000,33324,49986,0
pRM+Zr+A0lC6yjVuLGcB0A==,35000,30.366188769,143333,110000,153259,153259,1
GpAyMHSRtwUUS/yj3JtaYw==,40000,122.084826762,216667,200000,253960,253960,0
ooxl/Vpd/YK4eUAP+W0NIw==,10000,50.342891278,43333,20000,44299,44299,0
o13dG6p+VSEtFld8jDx3eQ==,40000,46.65651135,170000,190000,172149,172149,1
FXxmPRy9H2ai12mvfm41Pg==,50000,145.462962962,475000,550000,412807,412807,1
VDvJrYGiPInPNQeHWRUhzg==,5000,85.633213859,30000,50000,30605,30605,0
GFq6yCQSOK4EVjQ+kCgg+g==,30000,24.149342891,133333,100000,117992,117992,0
CSKkxbh5s+hVb0la888UmQ==,5000,22.955794504,18333,20000,19999,19999,0
gvxkoRAJY/15fmSljxeOKg==,20000,43.665471923,145000,270000,94006,141009,0
LR6njSPboJkXAZdR/lJahw==,30000,22.633213859,175000,300000,136277,136277,0
ZGcohsG5ijhO17w62GMbwQ==,50000,59.688769414,693333,720000,672600,672600,1
NiLWG8ovs6FtoQA3S95Xmw==,40000,24.108124253,220000,510000,224154,224154,1
f5SbwOebEUzZ9EWp2T/HMg==,50000,58.721027479,350000,260000,325569,325569,1
1qn7+LRUJJMx2HoUUV7Mqg==,50000,59.366188769,600000,650000,607110,607110,1
5ns8jELHm2Mkfh4QPO6QVA==,40000,27.817801672,170000,240000,162724,162724,1
0GHLj0RayyiL2bguIS891w==,5000,30.923536439,33333,70000,24937,24937,0
CRrsyI6gJQNQ8KzMeAhGsg==,40000,48.375149342,213333,70000,213293,213293,0
txHSd2RIouMsjPv587rHJg==,50000,137.237156511,340000,400000,342604,342604,1
qVF4V/zzn8t5eKE/pO+qoQ==,20000,116.826762246,93333,120000,92635,92635,0
d8zbHijfonYeHUdgo/jFLQ==,15000,36.052568697,73333,100000,88066,88066,0
gZNjhTS3TOxnu2BWe3iNvw==,50000,78.591995221,700000,700000,801392,801392,1
PCbOfEhh0HenWshYfMgRyA==,5000,46.729988052,16667,10000,17031,17031,0
8UjibD9BVZM632iiqRn8pw==,40000,109.729988052,206667,180000,238629,238629,0
outJKOKPMSU6/ZJzbIWMdA==,50000,76.624253285,346667,400000,348478,348478,1
Zc2JbmledglBwAFxckqYGQ==,20000,53.278375149,125000,80000,83209,83209,0
rgOaTuUUF+LpWoQ2oT8ZTA==,50000,32.785543608,713333,600000,671006,671006,1
BEd6u+Jpsem3KJkgUI59kw==,5000,75.439665471,40000,20000,43322,64983,0
xkzJM8ow+SW7yJqXnAzzuA==,20000,41.559737156,96667,200000,105357,105357,1
sFkpaaua5uSyK+nonK5/Hw==,40000,25.624253285,180000,250000,167438,167438,1
hh9GRbZHc2JAu0ibJwvxPQ==,40000,85.914575866,200000,200000,202912,202912,1
m+00anQwNAu17oXcZk8RNA==,15000,64.94683393,60000,110000,58657,58657,1
ZJ6/nXtniXYaDUDBOgsdgw==,10000,32.536439665,53333,40000,50910,50910,0
3NyM9WjiL1gDz/18uzolmg==,40000,26.721027479,166667,160000,179169,179169,1
Mr3b1HRPf9aAdHhrpbro6g==,5000,131.923536439,40000,20000,26821,26821,0
R0oerDuZ4u6SF+rtoPrkOA==,5000,22.568697729,30000,40000,24855,24855,0
zlu1fNtpZpYglyfhZGom9A==,25000,41.591995221,113333,120000,115635,115635,1
murfpN93T0+Fr8YkW3su8Q==,5000,46.688769414,33333,30000,24490,24490,1
KB+q0OYyBc9ReHZZeI6Y1w==,30000,76.633213859,116667,100000,96208,96208,0
e1SN1uG19e+L1CNLV+3lIA==,30000,157.688769414,116667,50000,117461,117461,1
eB7sOrMVDWM6f79JAn9PbA==,10000,24.600955794,60000,70000,48603,72904,0
Fm/fRt3H9WMsncuLxrO1Dw==,20000,40.891278375,125000,150000,70197,70197,0
0ozPR4Joq+jkCJDHyiR6Bg==,10000,124.407407407,70000,50000,69118,69118,0
fDMp0UTqXefeVtFI5gAWlg==,30000,46.753285543,175000,310000,117310,117310,1
UaNtayp8uHCNwEQXrQqlbA==,15000,25.633213859,76667,110000,74918,74918,0
rV8Bu93E+XdDCd85p2mt7Q==,15000,45.697729988,73333,60000,74210,74210,0
gV+ZS9Nhf1wqwJhsZHsjjg==,35000,50.342891278,143333,150000,132793,132793,0
VzTrOrl4mk5P+uQ+fn5BZA==,40000,85.624253285,200000,40000,193231,193231,1
wnGCcHn4NUiyEv4N8zwAnA==,25000,88.914575866,110000,50000,105071,105071,1
ofv/lcPubW+lhj5qOqg7OQ==,50000,100.914575866,323333,370000,294507,294507,1
UVQMdnKALz4cVHhe3MGCjw==,15000,33.721027479,107500,120000,104910,157366,1
bcsVXrJP0vL/XeIJBF3jrw==,45000,49.882317801,243333,230000,201780,201780,1
dvcnpWNNE74YMMa4g7tllg==,5000,23.794504181,40000,40000,29325,43988,0
TWaZkoR4X8eQ7ZAu4/PSTg==,50000,131.398446833,343333,400000,343175,343175,1
4IwhOYQY7vNsa5nh58BqeQ==,35000,27.149342891,143333,290000,144143,144143,0
uKw0ndtK9dp/F8b8u5n4FQ==,25000,58.794504181,150000,150000,114394,114394,0
/GB/h9lAeKVX2hGl0wwDqw==,15000,138.633213859,95000,170000,50444,75667,0
Z6yBvXwzo4unDShL3Xt8cQ==,30000,143.891278375,130000,170000,133203,133203,0
UO5dh1ZPAGLiwFfcgXBLqQ==,20000,61.753285543,83333,100000,83455,83455,1
w41t5wy+L2emhBG9qePdKw==,40000,145.891278375,170000,170000,167995,167995,0
vX21oxdaP51nPeM9yNcSAQ==,25000,99.762246117,100000,100000,99636,99636,0
LP5mZel5WryJlkJ7PPSlUQ==,15000,63.882317801,56667,20000,66683,66683,1
pS8fglODHtR73PsUNQKDng==,45000,50.591995221,260000,280000,258652,258652,1
iPbI9mOxW8Kc78FPZ3ur6A==,50000,145.882317801,283333,290000,284852,284852,1
IAMGmb7InbyvDGjOx3CIvA==,50000,138.075866188,270000,200000,269034,269034,1
LH3Q7oK7KI/6b9gYD/Gb4Q==,25000,137.237156511,113333,90000,117628,117628,1
UnrJyziEXduP0PpQCZgJFg==,10000,150.568697729,75000,50000,59188,59188,0
M5JlzrENARnXd/C9Yt2WAg==,30000,150.237156511,200000,200000,158959,158959,1
q1jX1OGnCd/Qrcd2MJWvOA==,20000,92.762246117,96667,80000,98677,98677,0
zNHIYV3drtyjb3BMFU6WiQ==,20000,136.117084826,96667,170000,51703,51703,0
Az3OaS5RG7HmPCZXbnFD0w==,5000,110.785543608,36667,20000,67728,67728,1
SQ/EEPjby+7xXeU91K+Hgw==,50000,51.052568697,456667,620000,498507,498507,0
Dxh2T796Wu/XnRE36HRGMA==,35000,52.075866188,150000,50000,150003,150003,1
7lJMbsMDSve/DX2ZhplQtw==,50000,23.817801672,366667,200000,368354,368354,1
w39aDdDV/1IZ7UkUiQUyzg==,10000,26.988052568,75000,50000,45700,68551,0
Xehj+04OW0x3grsc9fs7NQ==,50000,78.753285543,380000,270000,390883,390883,1
fLaYGzu+/lsLNj3qp1Mr2w==,50000,81.462962962,376667,300000,374244,374244,1
h30v9UFWewAoH7hi5tbzHA==,40000,37.729988052,190000,90000,184478,184478,0
xzO7QZ7aSEyFMoR03xfo2Q==,25000,54.794504181,106667,120000,107920,107920,0
VBtMR/9lXq598Moz9l4+eg==,30000,29.310633213,116667,50000,122548,122548,0
tdSLt/gIXraHmKMjrxDOGg==,50000,92.559737156,266667,400000,268225,268225,1
JKgCnZNW8f1maI6nAVy38A==,5000,54.495221027,23333,30000,28996,43494,1
5+KZhhW0iV8AxoCTRVpm/g==,45000,122.688769414,226667,310000,214824,214824,1
o7RRCFeSHFnQTaknIAICGA==,50000,75.366188769,300000,310000,291073,291073,1
MxYSbeteGIY+Hs247s1bRA==,45000,85.697729988,241667,320000,248363,248363,0
AF5foTq7F4VvLSGz47Fsiw==,15000,45.914575866,56667,70000,64384,64384,1
/EJYcW6bXkqyW1LdSzanJA==,5000,109.85902031,27500,35000,46681,46681,0
XDHJCcfg19gRawNYSYxSMA==,35000,24.624253285,146667,280000,221954,221954,1
Pq3qZ3Y/3J9R57phHsh8qQ==,35000,33.172640382,163333,250000,171099,171099,1
gx83aFdrgISuHW1J2cRGBg==,45000,116.527479091,260000,200000,267161,267161,1
ezgD+pP0YhiV7gDnfbYbIA==,40000,88.600955794,166667,200000,168296,168296,0
PFYwUlK3GvMRryU8tVmDjQ==,15000,43.826762246,90000,100000,52539,78809,0
9gxg0s0f+bpZ50UkN9aUGA==,20000,31.075866188,145000,150000,91595,137393,1
kw3auq+LvKYBLQn5ZCNsqw==,10000,27.94683393,43333,40000,44865,44865,1
Evns0hXsk9lkCeKLM+hM5Q==,40000,41.559737156,196667,230000,203431,203431,1
F5ggqKYn1Nf5das1VtQYaA==,10000,85.891278375,40000,60000,43368,43368,0
Kg0ayGceqyWGmkJKWDDBbw==,45000,88.237156511,250000,300000,267334,267334,1
77wZgTLtNkORULPSKjdaKA==,15000,62.246117084,95000,170000,86363,86363,0
MdI4zxO5FwTt/5I5kfFYzg==,35000,25.979091995,156667,210000,156222,156222,1
S9CypW+pBTRlS1DslbqkEw==,15000,22.5041816,56667,50000,57695,57695,0
6MKNq96R1aXuY88A/IKrmQ==,20000,22.536439665,135000,180000,96661,144992,0
hcRCcQQ9FI99Z/TA8aCEOA==,35000,27.914575866,160000,80000,163225,163225,1
6GYBN161tQBrjoAjIQAmew==,40000,25.043608124,173333,260000,203332,203332,1
